what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405147510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405147679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1370405147709
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405185053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405185153
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1370405185190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405263573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405305180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405326443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405327874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405328872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405329873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405517578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405521831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405531634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405609098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405611828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405647354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405847147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405847856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405867058
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405884267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405885077
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405885077
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405886202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370405896486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370405945794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406007244
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1370406020878
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406021281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406021404
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1370406021434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406037443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406426982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406427427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406491497
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406496210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406520474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406602065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406604123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406609972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406610394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406611195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406612628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370406613851
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406615106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406616148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370406617860
